pr_number,title,state,created_at,merged_at,closed_at,author,issue_number
4806,docs: add cssm,closed,2023-04-11T10:47:00Z,2023-04-14T10:34:45Z,2023-04-14T10:34:45Z,SevereCloud,
4805,build(deps-dev): Bump playwright-webkit from 1.32.1 to 1.32.3,closed,2023-04-11T09:29:54Z,,2023-04-11T09:30:03Z,dependabot[bot],
4804,build(deps): Bump aws-sdk from 2.1353.0 to 2.1354.0,closed,2023-04-11T09:28:18Z,2023-04-11T09:59:58Z,2023-04-11T09:59:59Z,dependabot[bot],
4803,build(deps): Bump @vkontakte/vkjs from 0.32.1 to 0.32.2,closed,2023-04-11T09:27:33Z,,2023-04-11T09:31:19Z,dependabot[bot],
4802,build(deps-dev): Bump typescript from 4.9.5 to 5.0.4 in /.github/actions/s3,closed,2023-04-11T09:25:50Z,,2023-04-11T09:26:22Z,dependabot[bot],
4801,Fix WriteBar e2e tests,closed,2023-04-11T08:42:15Z,2023-04-12T05:52:20Z,2023-04-12T05:52:20Z,BlackySoul,
4800,build(deps): Bump semver from 7.3.8 to 7.4.0,closed,2023-04-11T08:03:46Z,2023-04-11T09:25:00Z,2023-04-11T09:25:00Z,dependabot[bot],
4799,ci(dependabot): add .github/actions/s3,closed,2023-04-11T08:03:03Z,2023-04-11T09:25:09Z,2023-04-11T09:25:09Z,SevereCloud,
4798,build(deps-dev): Bump @typescript-eslint/parser from 5.57.1 to 5.58.0,closed,2023-04-11T08:01:52Z,2023-04-11T09:25:18Z,2023-04-11T09:25:18Z,dependabot[bot],
4797,build(deps-dev): Bump typescript-plugin-css-modules from 5.0.0 to 5.0.1,closed,2023-04-11T08:01:00Z,2023-04-11T09:25:28Z,2023-04-11T09:25:28Z,dependabot[bot],
4796,build(deps): Bump serde from 1.0.159 to 1.0.160 in /tools/swc-transform-css-modules,closed,2023-04-11T06:04:18Z,2023-04-11T07:53:33Z,2023-04-11T07:53:33Z,dependabot[bot],
4795,build(deps-dev): Bump @typescript-eslint/eslint-plugin from 5.57.1 to 5.58.0,closed,2023-04-11T06:02:00Z,2023-04-11T07:53:23Z,2023-04-11T07:53:23Z,dependabot[bot],
4794,build(deps-dev): Bump swc-plugin-transform-remove-imports from 1.1.0 to 1.2.0,closed,2023-04-11T06:01:27Z,,2023-04-11T06:01:53Z,dependabot[bot],
4793,build(deps-dev): Bump postcss-custom-media from 9.1.2 to 9.1.3,closed,2023-04-11T06:00:45Z,2023-04-11T09:25:36Z,2023-04-11T09:25:36Z,dependabot[bot],
4792,build(deps-dev): Bump @swc/core from 1.3.42 to 1.3.49,closed,2023-04-11T06:00:16Z,,2023-04-11T06:00:39Z,dependabot[bot],
4791,build(deps-dev): Bump playwright-firefox from 1.32.1 to 1.32.3,closed,2023-04-11T05:59:25Z,,2023-04-11T05:59:57Z,dependabot[bot],
4790,build(deps): Bump @aws-sdk/client-s3 from 3.306.0 to 3.310.0,closed,2023-04-11T05:58:54Z,2023-04-11T07:53:12Z,2023-04-11T07:53:12Z,dependabot[bot],
4789,build(deps-dev): Bump playwright-chromium from 1.32.1 to 1.32.3,closed,2023-04-11T05:57:40Z,,2023-04-11T06:00:00Z,dependabot[bot],
4788,build(deps-dev): Bump postcss-custom-properties from 13.1.4 to 13.1.5,closed,2023-04-11T05:57:24Z,2023-04-11T07:53:03Z,2023-04-11T07:53:03Z,dependabot[bot],
4786,ci(s3): undeploy always,closed,2023-04-10T18:25:30Z,2023-04-11T07:52:54Z,2023-04-11T07:52:54Z,SevereCloud,
4785,feat(UserStack): add `Wrapper`,closed,2023-04-10T17:13:11Z,,2023-04-25T10:04:11Z,SevereCloud,
4784,fix(View): rm ViewIOS.module.css,closed,2023-04-10T15:55:26Z,2023-04-13T06:12:15Z,2023-04-13T06:12:15Z,SevereCloud,
4782,chore: Add more storybook stories,closed,2023-04-10T07:35:12Z,2023-04-11T05:03:38Z,2023-04-11T05:03:38Z,BlackySoul,
4781,build(deps): Bump errno from 0.3.0 to 0.3.1 in /tools/swc-transform-css-modules,closed,2023-04-10T06:15:22Z,2023-04-10T11:09:44Z,2023-04-10T11:09:44Z,dependabot[bot],
4780,build(deps): Bump typescript from 4.9.5 to 5.0.4 in /packages/token-translator,closed,2023-04-10T06:13:21Z,,2023-04-10T06:19:00Z,dependabot[bot],
4779,build(deps): Bump rustix from 0.37.8 to 0.37.11 in /tools/swc-transform-css-modules,closed,2023-04-10T06:10:26Z,2023-04-10T08:42:55Z,2023-04-10T08:42:55Z,dependabot[bot],
4778,build(deps-dev): Bump typescript from 4.9.5 to 5.0.4 in /.github/actions/patch,closed,2023-04-10T06:09:37Z,,2023-04-10T06:09:48Z,dependabot[bot],
4777,build(deps-dev): Bump typescript from 4.9.5 to 5.0.4 in /.github/actions/push-screenshots,closed,2023-04-10T06:08:54Z,,2023-04-10T06:09:11Z,dependabot[bot],
4776,build(deps-dev): Bump @swc/core from 1.3.42 to 1.3.47,closed,2023-04-10T06:04:07Z,,2023-04-10T06:07:52Z,dependabot[bot],
4775,build(deps-dev): Bump typescript from 4.9.5 to 5.0.4 in /.github/actions/reporter,closed,2023-04-10T06:04:01Z,,2023-04-10T06:07:02Z,dependabot[bot],
4774,build(deps-dev): Bump typescript from 4.9.5 to 5.0.4 in /.github/actions/stable-branch,closed,2023-04-10T06:03:54Z,,2023-04-10T06:06:50Z,dependabot[bot],
4773,build(deps-dev): Bump lint-staged from 13.2.0 to 13.2.1,closed,2023-04-10T06:01:56Z,2023-04-10T08:42:48Z,2023-04-10T08:42:48Z,dependabot[bot],
4772,build(deps): Bump typescript from 4.9.4 to 5.0.4,closed,2023-04-10T05:59:19Z,,2023-04-10T06:06:55Z,dependabot[bot],
4771,build(deps): Bump aws-sdk from 2.1352.0 to 2.1353.0,closed,2023-04-10T05:57:12Z,2023-04-10T08:42:41Z,2023-04-10T08:42:41Z,dependabot[bot],
4770,fix(FocusVisible): remove attribute selector,closed,2023-04-09T16:47:33Z,2023-04-12T09:16:59Z,2023-04-12T09:16:59Z,SevereCloud,
4769,refactor(ModalRootDesktop): rewrite to FC,closed,2023-04-09T08:59:55Z,2023-04-14T10:35:10Z,2023-04-14T10:35:10Z,SevereCloud,
4767,style(eslint): update v8,closed,2023-04-08T11:33:30Z,2023-04-17T06:40:03Z,2023-04-17T06:40:03Z,SevereCloud,
4766,test(SSRWrapper): add cases,closed,2023-04-08T09:57:41Z,2023-04-10T14:51:08Z,2023-04-10T14:51:08Z,SevereCloud,
4765,test(calcInitialsAvatarColor): add cases,closed,2023-04-08T09:52:54Z,2023-04-10T11:09:37Z,2023-04-10T11:09:37Z,SevereCloud,
4764,test: s3 deploy test,closed,2023-04-07T16:40:05Z,,2023-04-17T06:39:11Z,SevereCloud,
4763,test: s3 deploy test,closed,2023-04-07T16:39:13Z,,2023-04-07T16:39:22Z,SevereCloud,
4760,ci: deploy docs s3,closed,2023-04-07T12:03:38Z,2023-04-10T17:20:38Z,2023-04-10T17:20:38Z,SevereCloud,
4759,"feat(Radio, Checkbox): add `titleAfter`",closed,2023-04-07T11:06:56Z,2023-04-18T11:33:25Z,2023-04-18T11:33:25Z,SevereCloud,
4757,fix(WriteBar): fix border token + add e2e tests,closed,2023-04-07T08:37:00Z,2023-04-10T04:34:05Z,2023-04-10T04:34:05Z,BlackySoul,4620
4755,docs: ConfigProvider appearance from vk-bridge,closed,2023-04-07T07:56:02Z,2023-04-07T13:18:01Z,2023-04-07T13:18:01Z,SevereCloud,
4753,feat(Typography): add normalize,closed,2023-04-07T06:15:30Z,2023-04-07T13:20:35Z,2023-04-07T13:20:35Z,SevereCloud,
4752,build(deps): Bump getrandom from 0.2.8 to 0.2.9 in /tools/swc-transform-css-modules,closed,2023-04-07T06:05:38Z,2023-04-07T07:18:59Z,2023-04-07T07:18:59Z,dependabot[bot],
4751,build(deps): Bump rustix from 0.37.7 to 0.37.8 in /tools/swc-transform-css-modules,closed,2023-04-07T06:05:09Z,2023-04-07T07:18:39Z,2023-04-07T07:18:39Z,dependabot[bot],
4750,build(deps): Bump aws-sdk from 2.1349.0 to 2.1352.0,closed,2023-04-07T06:02:37Z,2023-04-07T07:18:16Z,2023-04-07T07:18:16Z,dependabot[bot],
4749,build(deps-dev): Bump eslint-plugin-compat from 4.1.2 to 4.1.4,closed,2023-04-07T06:01:59Z,2023-04-07T07:17:51Z,2023-04-07T07:17:51Z,dependabot[bot],
4747,test(e2e): exclude e2e.tsx from coverage,closed,2023-04-06T07:38:49Z,2023-04-06T13:41:22Z,2023-04-06T13:41:22Z,SevereCloud,
4746,chore: Upgrade storybook to v7,closed,2023-04-06T06:45:49Z,2023-04-10T05:53:25Z,2023-04-10T05:53:25Z,BlackySoul,
4745,build(deps-dev): Bump postcss-loader from 7.1.0 to 7.2.4,closed,2023-04-06T06:05:07Z,2023-04-17T09:11:40Z,2023-04-17T09:11:40Z,dependabot[bot],
4744,build(deps): Bump @storybook/addon-links from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-06T06:04:16Z,,2023-04-06T06:24:05Z,dependabot[bot],
4743,build(deps-dev): Bump @vkontakte/vkui-tokens from 4.32.0 to 4.32.1,closed,2023-04-06T06:02:34Z,2023-04-07T05:43:47Z,2023-04-07T05:43:48Z,dependabot[bot],
4742,build(deps): Bump peter-evans/create-or-update-comment from 2 to 3,closed,2023-04-06T06:00:49Z,,2023-04-10T17:21:17Z,dependabot[bot],
4741,build(deps-dev): Bump webpack from 5.77.0 to 5.78.0,closed,2023-04-06T05:59:32Z,2023-04-07T05:23:03Z,2023-04-07T05:23:03Z,dependabot[bot],
4740,build(deps-dev): Bump playwright-chromium from 1.32.1 to 1.32.2,closed,2023-04-06T05:58:37Z,,2023-04-06T06:24:10Z,dependabot[bot],
4739,build(deps): Bump @storybook/builder-webpack5 from 6.5.16 to 7.0.2,closed,2023-04-06T05:56:55Z,,2023-04-06T06:24:14Z,dependabot[bot],
4738,refactor(Search): update,closed,2023-04-05T13:00:30Z,2023-04-21T15:07:15Z,2023-04-21T15:07:15Z,SevereCloud,
4736,"refactor(Separator, Spacing): fix a11y",closed,2023-04-05T11:03:45Z,2023-04-10T17:56:25Z,2023-04-10T17:56:25Z,eugpoloz,
4735,build(deps): Bump @storybook/builder-webpack5 from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-05T06:05:36Z,,2023-04-05T06:06:05Z,dependabot[bot],
4734,build(deps): Bump @storybook/react from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-05T06:05:24Z,,2023-04-05T06:05:53Z,dependabot[bot],
4733,build(deps): Bump @storybook/addon-actions from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-05T06:05:08Z,,2023-04-05T06:05:43Z,dependabot[bot],
4732,build(deps): Bump @storybook/addon-a11y from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-05T06:04:51Z,,2023-04-05T06:05:34Z,dependabot[bot],
4731,build(deps): Bump @storybook/addon-essentials from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-05T06:04:32Z,,2023-04-05T06:05:25Z,dependabot[bot],
4730,build(deps): Bump libc from 0.2.140 to 0.2.141 in /tools/swc-transform-css-modules,closed,2023-04-05T06:04:27Z,2023-04-05T06:21:41Z,2023-04-05T06:21:41Z,dependabot[bot],
4729,build(deps): Bump io-lifetimes from 1.0.9 to 1.0.10 in /tools/swc-transform-css-modules,closed,2023-04-05T06:03:58Z,2023-04-05T06:21:13Z,2023-04-05T06:21:13Z,dependabot[bot],
4728,build(deps): Bump @storybook/theming from 6.5.16 to 7.0.2,closed,2023-04-05T06:00:24Z,,2023-04-05T06:05:13Z,dependabot[bot],
4727,build(deps): Bump @storybook/api from 6.5.16 to 7.0.2,closed,2023-04-05T05:59:20Z,,2023-04-05T06:05:05Z,dependabot[bot],
4726,build(deps): Bump @storybook/addon-actions from 6.5.16 to 7.0.2,closed,2023-04-05T05:58:50Z,,2023-04-05T06:04:56Z,dependabot[bot],
4725,build(deps): Bump @storybook/components from 6.5.16 to 7.0.2,closed,2023-04-05T05:58:24Z,,2023-04-05T06:04:49Z,dependabot[bot],
4724,build(deps): Bump @storybook/addon-a11y from 6.5.16 to 7.0.2,closed,2023-04-05T05:57:46Z,,2023-04-05T06:04:35Z,dependabot[bot],
4723,chore: redirect 4.* versions to vkui-styleguide,closed,2023-04-04T10:21:44Z,2023-09-19T09:23:20Z,2023-09-19T09:23:20Z,SevereCloud,
4722,chore: Fix doc platform override,closed,2023-04-04T10:02:50Z,2023-04-04T10:22:16Z,2023-04-04T10:22:16Z,BlackySoul,
4721,build(deps): Bump rustix from 0.37.6 to 0.37.7 in /tools/swc-transform-css-modules,closed,2023-04-04T06:15:20Z,2023-04-04T06:35:45Z,2023-04-04T06:35:45Z,dependabot[bot],
4720,build(deps): Bump @storybook/react from 6.5.16 to 7.0.2,closed,2023-04-04T06:15:11Z,,2023-04-04T06:19:36Z,dependabot[bot],
4719,build(deps): Bump @swc/helpers from 0.4.14 to 0.5.0,closed,2023-04-04T06:14:24Z,,2023-04-04T06:23:37Z,dependabot[bot],
4718,build(deps-dev): Bump @typescript-eslint/parser from 5.57.0 to 5.57.1,closed,2023-04-04T06:13:43Z,2023-04-04T06:51:35Z,2023-04-04T06:51:35Z,dependabot[bot],
4717,build(deps): Bump @storybook/addons from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-04T06:13:28Z,,2023-04-04T06:18:40Z,dependabot[bot],
4716,build(deps): Bump @storybook/addon-interactions from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-04T06:13:01Z,,2023-04-04T06:18:50Z,dependabot[bot],
4715,build(deps): Bump aws-sdk from 2.1348.0 to 2.1349.0,closed,2023-04-04T06:12:45Z,2023-04-04T07:16:58Z,2023-04-04T07:16:58Z,dependabot[bot],
4714,build(deps): Bump @storybook/api from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-04T06:12:37Z,,2023-04-04T06:19:27Z,dependabot[bot],
4713,build(deps): Bump @storybook/theming from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-04T06:12:04Z,,2023-04-04T06:18:31Z,dependabot[bot],
4712,build(deps-dev): Bump playwright-webkit from 1.32.1 to 1.32.2,closed,2023-04-04T06:11:55Z,,2023-04-04T06:14:12Z,dependabot[bot],
4711,build(deps): Bump @storybook/components from 6.5.16 to 7.0.2 in /tools/storybook-addon-cartesian,closed,2023-04-04T06:11:34Z,,2023-04-04T06:19:17Z,dependabot[bot],
4710,build(deps-dev): Bump @typescript-eslint/eslint-plugin from 5.57.0 to 5.57.1,closed,2023-04-04T06:10:33Z,2023-04-04T07:16:27Z,2023-04-04T07:16:27Z,dependabot[bot],
4709,build(deps): Bump proc-macro2 from 1.0.55 to 1.0.56 in /tools/swc-transform-css-modules,closed,2023-04-04T06:10:30Z,2023-04-04T06:18:01Z,2023-04-04T06:18:02Z,dependabot[bot],
4708,build(deps-dev): Bump playwright-firefox from 1.32.1 to 1.32.2,closed,2023-04-04T06:04:27Z,,2023-04-04T06:14:16Z,dependabot[bot],
4707,build(deps): Bump @storybook/addon-links from 6.5.16 to 7.0.2,closed,2023-04-04T06:03:24Z,,2023-04-04T06:10:33Z,dependabot[bot],
4706,build(deps): Bump @storybook/addons from 6.5.16 to 7.0.2,closed,2023-04-04T06:02:38Z,,2023-04-04T06:10:24Z,dependabot[bot],
4705,build(deps): Bump @storybook/addon-interactions from 6.5.16 to 7.0.2,closed,2023-04-04T06:01:48Z,,2023-04-04T06:10:17Z,dependabot[bot],
4704,build(deps): Bump @storybook/addon-essentials from 6.5.16 to 7.0.2,closed,2023-04-04T06:00:58Z,,2023-04-04T06:10:05Z,dependabot[bot],
4703,fix(ChipsInput): add mode prop,closed,2023-04-04T04:30:41Z,2023-04-04T07:19:03Z,2023-04-04T07:19:03Z,BlackySoul,
4702,"fix(Banner, FormStatus): add root ref",closed,2023-04-04T04:09:40Z,2023-04-04T07:41:11Z,2023-04-04T07:41:11Z,BlackySoul,4688
4701,fix(docs:styleguidist): Некостыльный `@deprecated` и другие фиксы для стайлгайда,closed,2023-04-04T00:02:55Z,2023-04-04T08:28:28Z,2023-04-04T08:28:28Z,eugpoloz,
4695,types: fixes,closed,2023-04-03T15:13:34Z,2023-04-04T08:08:34Z,2023-04-04T08:08:35Z,eugpoloz,
4693,chore(PromoBanner): deprecated,closed,2023-04-03T14:52:54Z,2023-04-04T10:06:27Z,2023-04-04T10:06:27Z,SevereCloud,
4689,fix(ModalPage): expandable content-in height: 100%,closed,2023-04-03T13:00:23Z,2023-04-04T06:24:58Z,2023-04-04T06:24:58Z,SevereCloud,
4686,feat(PromoBanner) update by new design,closed,2023-04-03T10:03:47Z,,2023-04-03T13:25:30Z,nshvyryaev,
4685,fix: symlink should be dereferenced,closed,2023-04-03T07:57:52Z,2023-04-03T08:11:57Z,2023-04-03T08:11:57Z,SevereCloud,
4684,build(deps): Bump proc-macro2 from 1.0.54 to 1.0.55 in /tools/swc-transform-css-modules,closed,2023-04-03T06:10:03Z,2023-04-03T06:28:21Z,2023-04-03T06:28:21Z,dependabot[bot],
4683,build(deps): Bump rustix from 0.37.5 to 0.37.6 in /tools/swc-transform-css-modules,closed,2023-04-03T06:09:05Z,2023-04-03T06:28:45Z,2023-04-03T06:28:45Z,dependabot[bot],
4682,build(deps): Bump aws-sdk from 2.1347.0 to 2.1348.0,closed,2023-04-03T06:02:35Z,2023-04-03T08:14:01Z,2023-04-03T08:14:02Z,dependabot[bot],
4681,build(deps-dev): Bump @vkontakte/vkui-tokens from 4.30.1 to 4.32.0,closed,2023-04-03T06:02:10Z,2023-04-03T07:48:39Z,2023-04-03T07:48:39Z,dependabot[bot],
4680,build(deps-dev): Bump webpack-dev-server from 4.13.1 to 4.13.2,closed,2023-04-03T05:59:56Z,2023-04-03T06:49:13Z,2023-04-03T06:49:14Z,dependabot[bot],
4679,build(deps): Bump @babel/core from 7.21.3 to 7.21.4,closed,2023-04-03T05:58:37Z,2023-04-03T06:25:22Z,2023-04-03T06:25:22Z,dependabot[bot],
4678,"fix(ActionSheet, ActionSheetItem): fix design notes",closed,2023-04-03T04:31:35Z,2023-05-18T03:35:10Z,2023-05-18T03:35:10Z,BlackySoul,
4676,chore: redirect to vkui-styleguide,closed,2023-04-01T09:03:21Z,2023-04-03T07:10:29Z,2023-04-03T07:10:29Z,SevereCloud,
4675,fix(UsersStack): add aria-hidden to othersElement,closed,2023-03-31T18:12:44Z,2023-04-03T11:54:53Z,2023-04-03T11:54:53Z,eugpoloz,
4673,feat(hooks): `usePrefersReducedMotion()`,closed,2023-03-31T17:13:52Z,,2023-05-05T10:04:34Z,eugpoloz,
4672,fix(Search): update fonts,closed,2023-03-31T16:08:51Z,,2023-04-05T16:20:35Z,SevereCloud,
4671,test(lib/warnOnce): add unit tests,closed,2023-03-31T13:46:09Z,2023-04-03T11:56:35Z,2023-04-03T11:56:35Z,eugpoloz,
4670,fix(CustomSelect): callback deps,closed,2023-03-31T13:27:04Z,2023-04-04T07:10:46Z,2023-04-04T07:10:46Z,SevereCloud,
4669,feat(Group): add ExcludedHorizontalPaddingContent,closed,2023-03-31T12:11:08Z,,2023-06-28T10:04:15Z,SevereCloud,
4668,chore: rm SimpleCheckbox screenshots,closed,2023-03-31T08:42:43Z,2023-03-31T08:52:10Z,2023-03-31T08:52:11Z,SevereCloud,
4667,feat(Removable): add `indent`,closed,2023-03-31T08:23:36Z,2023-04-21T15:07:04Z,2023-04-21T15:07:04Z,SevereCloud,
4666,build(deps): Bump typescript from 4.9.4 to 5.0.3,closed,2023-03-31T06:08:00Z,,2023-03-31T06:13:05Z,dependabot[bot],
4665,build(deps): Bump linux-raw-sys from 0.3.0 to 0.3.1 in /tools/swc-transform-css-modules,closed,2023-03-31T06:07:50Z,2023-03-31T08:51:48Z,2023-03-31T08:51:48Z,dependabot[bot],
4664,build(deps): Bump swc_plugin_macro from 0.9.10 to 0.9.11 in /tools/swc-transform-css-modules,closed,2023-03-31T06:07:33Z,2023-03-31T08:51:55Z,2023-03-31T08:51:55Z,dependabot[bot],
4663,build(deps-dev): Bump @swc/core from 1.3.42 to 1.3.44,closed,2023-03-31T06:04:45Z,,2023-03-31T06:17:22Z,dependabot[bot],
4662,build(deps-dev): Bump typescript from 4.9.5 to 5.0.3 in /.github/actions/patch,closed,2023-03-31T06:03:20Z,,2023-03-31T06:14:34Z,dependabot[bot],
4661,build(deps-dev): Bump typescript from 4.9.5 to 5.0.3 in /.github/actions/reporter,closed,2023-03-31T06:03:16Z,,2023-03-31T06:14:26Z,dependabot[bot],
4660,build(deps-dev): Bump typescript from 4.9.5 to 5.0.3 in /.github/actions/stable-branch,closed,2023-03-31T06:03:00Z,,2023-03-31T06:14:20Z,dependabot[bot],
4659,build(deps-dev): Bump typescript from 4.9.5 to 5.0.3 in /.github/actions/push-screenshots,closed,2023-03-31T06:02:57Z,,2023-03-31T06:14:14Z,dependabot[bot],
4658,build(deps): Bump typescript from 4.9.5 to 5.0.3 in /packages/token-translator,closed,2023-03-31T06:02:47Z,,2023-03-31T06:14:08Z,dependabot[bot],
4657,build(deps): Bump aws-sdk from 2.1346.0 to 2.1347.0,closed,2023-03-31T06:01:50Z,2023-03-31T08:52:03Z,2023-03-31T08:52:03Z,dependabot[bot],
4654,fix(Search): add --vkui_internal--background,closed,2023-03-30T12:10:25Z,2023-03-31T16:19:10Z,2023-03-31T16:19:10Z,SevereCloud,4278
4653,test(#4652): Update package.json,closed,2023-03-30T11:27:43Z,,2023-04-11T11:01:42Z,inomdzhon,
4652,tech: migrate jest-playwright-preset to playwright test,closed,2023-03-30T11:25:38Z,2023-04-17T08:45:02Z,2023-04-17T08:45:02Z,inomdzhon,
4650,fix(CustomSelect): getRef,closed,2023-03-30T10:39:05Z,2023-03-31T08:52:34Z,2023-03-31T08:52:34Z,SevereCloud,
4649,feat: add ScrollArrow,closed,2023-03-30T08:48:34Z,2023-05-22T09:20:37Z,2023-05-22T09:20:37Z,SevereCloud,
4648,build(deps): Bump swc_atoms from 0.4.39 to 0.4.41 in /tools/swc-transform-css-modules,closed,2023-03-30T06:07:23Z,2023-03-30T08:43:12Z,2023-03-30T08:43:12Z,dependabot[bot],
4647,build(deps): Bump rustix from 0.37.4 to 0.37.5 in /tools/swc-transform-css-modules,closed,2023-03-30T06:06:43Z,2023-03-30T08:43:04Z,2023-03-30T08:43:04Z,dependabot[bot],
4646,build(deps): Bump aws-sdk from 2.1345.0 to 2.1346.0,closed,2023-03-30T06:02:19Z,2023-03-30T08:42:55Z,2023-03-30T08:42:55Z,dependabot[bot],
4645,build(deps-dev): Bump webpack from 5.76.3 to 5.77.0,closed,2023-03-30T05:59:41Z,2023-03-30T08:42:49Z,2023-03-30T08:42:49Z,dependabot[bot],
4644,fix(Select): remove clear button props from NativeSelect,closed,2023-03-30T05:55:21Z,2023-04-03T04:22:29Z,2023-04-03T04:22:29Z,BlackySoul,
4643,feat(AdaptiveIconRenderer): add component for adaptive icon rendering,closed,2023-03-30T05:04:58Z,2023-04-03T04:28:38Z,2023-04-03T04:28:38Z,BlackySoul,
4642,fix(PanelHeaderContext): remove List,closed,2023-03-29T15:02:36Z,2023-03-31T16:14:20Z,2023-03-31T16:14:20Z,SevereCloud,
4641,refactor: more global classes,closed,2023-03-29T12:51:14Z,2023-04-07T11:16:58Z,2023-04-07T11:16:58Z,SevereCloud,
4640,feat(a11y): компонент `VisuallyHidden`,closed,2023-03-29T11:22:31Z,2023-04-19T13:24:06Z,2023-04-19T13:24:06Z,eugpoloz,
4638,feat(Popover): add `restoreFocus`,closed,2023-03-29T07:58:06Z,2023-03-30T13:47:54Z,2023-03-30T13:47:54Z,SevereCloud,
4636,feat(Tappable): add hovered prop,closed,2023-03-29T06:28:54Z,2023-05-10T10:06:49Z,2023-05-10T10:06:49Z,BlackySoul,
4635,build(deps): Bump tempfile from 3.4.0 to 3.5.0 in /tools/swc-transform-css-modules,closed,2023-03-29T06:08:02Z,2023-03-29T09:24:50Z,2023-03-29T09:24:50Z,dependabot[bot],
4634,build(deps): Bump aws-sdk from 2.1344.0 to 2.1345.0,closed,2023-03-29T06:05:02Z,2023-03-29T09:25:09Z,2023-03-29T09:25:09Z,dependabot[bot],
4633,build(deps-dev): Bump concurrently from 7.6.0 to 8.0.1,closed,2023-03-29T06:03:52Z,2023-03-29T09:24:59Z,2023-03-29T09:24:59Z,dependabot[bot],
4631,fix(Chip): title prop,closed,2023-03-28T14:21:22Z,,2023-03-28T15:52:00Z,SevereCloud,
4629,docs(TabbarItem): add aria-label,closed,2023-03-28T13:37:23Z,2023-03-31T12:22:54Z,2023-03-31T12:22:54Z,eugpoloz,
4628,fix(Tappable): hasHover cursor,closed,2023-03-28T13:01:22Z,2023-03-28T13:49:28Z,2023-03-28T13:49:28Z,SevereCloud,2321
4627,fix(Footer): fix design review notes,closed,2023-03-28T09:55:04Z,,2023-05-24T10:04:21Z,BlackySoul,3695
4625,fix(ModalPage): ModalPage__content-in height: 100%,closed,2023-03-28T07:23:18Z,2023-03-28T13:50:07Z,2023-03-28T13:50:07Z,SevereCloud,
4624,fix(ModalPage): header:empty + content radius,closed,2023-03-28T07:19:54Z,2023-03-28T13:49:14Z,2023-03-28T13:49:14Z,SevereCloud,4622
4618,build(deps): Bump serde from 1.0.158 to 1.0.159 in /tools/swc-transform-css-modules,closed,2023-03-28T06:07:44Z,2023-03-28T07:27:01Z,2023-03-28T07:27:01Z,dependabot[bot],
4617,build(deps): Bump serde_json from 1.0.94 to 1.0.95 in /tools/swc-transform-css-modules,closed,2023-03-28T06:07:24Z,2023-03-28T07:26:52Z,2023-03-28T07:26:52Z,dependabot[bot],
4616,build(deps): Bump generic-array from 0.14.6 to 0.14.7 in /tools/swc-transform-css-modules,closed,2023-03-28T06:07:07Z,2023-03-28T07:26:40Z,2023-03-28T07:26:40Z,dependabot[bot],
4615,build(deps): Bump swc_error_reporters from 0.13.40 to 0.13.41 in /tools/swc-transform-css-modules,closed,2023-03-28T06:06:44Z,2023-03-28T07:26:27Z,2023-03-28T07:26:28Z,dependabot[bot],
4613,build(deps): Bump aws-sdk from 2.1343.0 to 2.1344.0,closed,2023-03-28T06:03:53Z,2023-03-28T07:26:19Z,2023-03-28T07:26:19Z,dependabot[bot],
4612,build(deps-dev): Bump cssnano from 5.1.15 to 6.0.0,closed,2023-03-28T06:03:13Z,2023-03-28T07:26:09Z,2023-03-28T07:26:09Z,dependabot[bot],
4611,build(deps-dev): Bump @types/webpack from 5.28.0 to 5.28.1,closed,2023-03-28T06:01:55Z,2023-03-28T10:00:38Z,2023-03-28T10:00:38Z,dependabot[bot],
4610,build(deps-dev): Bump @typescript-eslint/parser from 5.56.0 to 5.57.0,closed,2023-03-28T05:59:35Z,2023-03-28T10:00:57Z,2023-03-28T10:00:57Z,dependabot[bot],
4609,build(deps-dev): Bump @typescript-eslint/eslint-plugin from 5.56.0 to 5.57.0,closed,2023-03-28T05:58:34Z,2023-03-28T07:25:37Z,2023-03-28T07:25:37Z,dependabot[bot],
4608,fix(Counter): secondary background,closed,2023-03-27T13:34:40Z,2023-03-28T13:48:27Z,2023-03-28T13:48:27Z,SevereCloud,4596
4607,fix(Accordion): types && className,closed,2023-03-27T11:46:31Z,2023-03-28T08:26:52Z,2023-03-28T08:26:52Z,SevereCloud,
4606,feat(Accordion): add animation,closed,2023-03-27T09:36:33Z,,2023-04-12T10:04:04Z,SevereCloud,
